onet_task_code,task_id,dwa_id,iwa_id,depth,path_segments,hierarchy_path
4.A.4.b.4.I12:4.A.4.b.4.I12.D39:15383,15383,4.A.4.b.4.I12.D39,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct organizational operations, projects, or services."", ""Direct sustainability program operations to ensure compliance with environmental or governmental regulations.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct organizational operations, projects, or services. ; Direct sustainability program operations to ensure compliance with environmental or governmental regulations."
4.A.2.a.1.I10:4.A.2.a.1.I10.D02:15377,15377,4.A.2.a.1.I10.D02,4.A.2.a.1.I10,4,"[""Judging the Qualities of Objects, Services, or People"", ""Evaluate project feasibility."", ""Analyze data to determine project feasibility."", ""Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives.""]","Judging the Qualities of Objects, Services, or People ; Evaluate project feasibility. ; Analyze data to determine project feasibility. ; Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives."
4.A.2.a.4.I05:4.A.2.a.4.I05.D07:15377,15377,4.A.2.a.4.I05.D07,4.A.2.a.4.I05,4,"[""Analyzing Data or Information"", ""Evaluate designs, specifications, or other technical data."", ""Evaluate environmental or sustainability projects."", ""Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives.""]","Analyzing Data or Information ; Evaluate designs, specifications, or other technical data. ; Evaluate environmental or sustainability projects. ; Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives."
4.A.2.b.4.I03:4.A.2.b.4.I03.D13:15381,15381,4.A.2.b.4.I03.D13,4.A.2.b.4.I03,4,"[""Developing Objectives and Strategies"", ""Develop operational or technical procedures or standards."", ""Develop procedures to evaluate organizational activities."", ""Develop methodologies to assess the viability or success of sustainability initiatives.""]",Developing Objectives and Strategies ; Develop operational or technical procedures or standards. ; Develop procedures to evaluate organizational activities. ; Develop methodologies to assess the viability or success of sustainability initiatives.
4.A.2.a.3.I02:4.A.2.a.3.I02.D02:15374,15374,4.A.2.a.3.I02.D02,4.A.2.a.3.I02,4,"[""Evaluating Information to Determine Compliance with Standards"", ""Assess compliance with environmental standards or regulations."", ""Evaluate green operations or programs for compliance with standards or regulations."", ""Review sustainability program objectives, progress, or status to ensure compliance with policies, standards, regulations, or laws.""]","Evaluating Information to Determine Compliance with Standards ; Assess compliance with environmental standards or regulations. ; Evaluate green operations or programs for compliance with standards or regulations. ; Review sustainability program objectives, progress, or status to ensure compliance with policies, standards, regulations, or laws."
4.A.3.b.6.I01:4.A.3.b.6.I01.D02:15373,15373,4.A.3.b.6.I01.D02,4.A.3.b.6.I01,4,"[""Documenting/Recording Information"", ""Prepare financial documents, reports, or budgets."", ""Prepare financial documents, reports, or budgets."", ""Write and distribute financial or environmental impact reports.""]","Documenting/Recording Information ; Prepare financial documents, reports, or budgets. ; Prepare financial documents, reports, or budgets. ; Write and distribute financial or environmental impact reports."
4.A.3.b.6.I07:4.A.3.b.6.I07.D04:15371,15371,4.A.3.b.6.I07.D04,4.A.3.b.6.I07,4,"[""Documenting/Recording Information"", ""Prepare proposals or grant applications."", ""Prepare proposals or grant applications to obtain project funding."", ""Write project proposals, grant applications, or other documents to pursue funding for environmental initiatives.""]","Documenting/Recording Information ; Prepare proposals or grant applications. ; Prepare proposals or grant applications to obtain project funding. ; Write project proposals, grant applications, or other documents to pursue funding for environmental initiatives."
4.A.2.a.1.I04:4.A.2.a.1.I04.D05:15367,15367,4.A.2.a.1.I04.D05,4.A.2.a.1.I04,4,"[""Judging the Qualities of Objects, Services, or People"", ""Evaluate personnel capabilities or performance."", ""Evaluate capabilities or training needs."", ""Identify educational, training, or other development opportunities for sustainability employees or volunteers.""]","Judging the Qualities of Objects, Services, or People ; Evaluate personnel capabilities or performance. ; Evaluate capabilities or training needs. ; Identify educational, training, or other development opportunities for sustainability employees or volunteers."
4.A.4.b.5.I02:4.A.4.b.5.I02.D05:15367,15367,4.A.4.b.5.I02.D05,4.A.4.b.5.I02,4,"[""Coaching and Developing Others"", ""Provide support or encouragement to others."", ""Support the professional development of others."", ""Identify educational, training, or other development opportunities for sustainability employees or volunteers.""]","Coaching and Developing Others ; Provide support or encouragement to others. ; Support the professional development of others. ; Identify educational, training, or other development opportunities for sustainability employees or volunteers."
4.A.2.a.4.I03:4.A.2.a.4.I03.D02:15369,15369,4.A.2.a.4.I03.D02,4.A.2.a.4.I03,4,"[""Analyzing Data or Information"", ""Analyze business or financial risks."", ""Analyze risks related to investments in green technology."", ""Conduct risk assessments related to sustainability and the environment.""]",Analyzing Data or Information ; Analyze business or financial risks. ; Analyze risks related to investments in green technology. ; Conduct risk assessments related to sustainability and the environment.
4.A.2.a.4.I05:4.A.2.a.4.I05.D07:15369,15369,4.A.2.a.4.I05.D07,4.A.2.a.4.I05,4,"[""Analyzing Data or Information"", ""Evaluate designs, specifications, or other technical data."", ""Evaluate environmental or sustainability projects."", ""Conduct risk assessments related to sustainability and the environment.""]","Analyzing Data or Information ; Evaluate designs, specifications, or other technical data. ; Evaluate environmental or sustainability projects. ; Conduct risk assessments related to sustainability and the environment."
4.A.2.a.4.I07:4.A.2.a.4.I07.D12:20699,20699,4.A.2.a.4.I07.D12,4.A.2.a.4.I07,4,"[""Analyzing Data or Information"", ""Analyze data to improve operations."", ""Analyze data to inform operational decisions or activities."", ""Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.""]","Analyzing Data or Information ; Analyze data to improve operations. ; Analyze data to inform operational decisions or activities. ; Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement."
4.A.2.a.4.I11:4.A.2.a.4.I11.D07:20699,20699,4.A.2.a.4.I11.D07,4.A.2.a.4.I11,4,"[""Analyzing Data or Information"", ""Analyze business or financial data."", ""Analyze financial records to improve efficiency."", ""Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.""]","Analyzing Data or Information ; Analyze business or financial data. ; Analyze financial records to improve efficiency. ; Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement."
4.A.4.b.4.I12:4.A.4.b.4.I12.D03:933,933,4.A.4.b.4.I12.D03,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct sales, marketing, or customer service activities."", ""Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct sales, marketing, or customer service activities. ; Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products."
4.A.4.b.4.I12:4.A.4.b.4.I12.D39:933,933,4.A.4.b.4.I12.D39,4.A.4.b.4.I12,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Direct organizational operations, activities, or procedures."", ""Direct organizational operations, projects, or services."", ""Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.""]","Guiding, Directing, and Motivating Subordinates ; Direct organizational operations, activities, or procedures. ; Direct organizational operations, projects, or services. ; Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products."
